,file,uniqueID,blur,entropy
0,data/input/things/airboat.jpg,airboat,0,0.0028864858
0,data/input/things/apple_tree.jpg,apple_tree,0,0.04396198
0,data/input/things/aquarium.jpg,aquarium,0,0.8020959
0,data/input/things/artichoke.jpg,artichoke,0,0.10215999
0,data/input/things/backgammon.jpg,backgammon,0,0.070096254
0,data/input/things/badge.jpg,badge,0,2.9240685
0,data/input/things/baklava.jpg,baklava,0,0.018674288
0,data/input/things/banana_peel.jpg,banana_peel,0,0.17215016
0,data/input/things/bank.jpg,bank,0,3.001865
0,data/input/things/basil.jpg,basil,0,0.12227695
0,data/input/things/bathrobe.jpg,bathrobe,0,0.33166635
0,data/input/things/baton4.jpg,baton4,0,1.2297415
0,data/input/things/battery.jpg,battery,0,3.645175
0,data/input/things/bedpan.jpg,bedpan,0,3.2357783
0,data/input/things/belt.jpg,belt,0,1.2111741
0,data/input/things/belt_buckle.jpg,belt_buckle,0,0.32715505
0,data/input/things/binoculars.jpg,binoculars,0,0.47351283
0,data/input/things/birdbath.jpg,birdbath,0,0.95142597
0,data/input/things/blinder.jpg,blinder,0,4.579055
0,data/input/things/blower.jpg,blower,0,2.9390068
0,data/input/things/board.jpg,board,0,2.9044538
0,data/input/things/bonnet.jpg,bonnet,0,1.1964817
0,data/input/things/bookshelf.jpg,bookshelf,0,0.6900612
0,data/input/things/bow1.jpg,bow1,0,1.9069955
0,data/input/things/bow3.jpg,bow3,0,3.0131214
0,data/input/things/bowling_ball.jpg,bowling_ball,0,0.012262002
0,data/input/things/brace.jpg,brace,0,3.2913084
0,data/input/things/bracelet1.jpg,bracelet1,0,2.994166
0,data/input/things/braid.jpg,braid,0,0.21525925
0,data/input/things/branch.jpg,branch,0,2.4008775
0,data/input/things/bread.jpg,bread,0,1.438812
0,data/input/things/breadbox.jpg,breadbox,0,3.5445466
0,data/input/things/briefcase.jpg,briefcase,0,1.191294
0,data/input/things/broom.jpg,broom,0,2.174405
0,data/input/things/bumper.jpg,bumper,0,2.7677956
0,data/input/things/cabinet.jpg,cabinet,0,2.633416
0,data/input/things/camera2.jpg,camera2,0,1.4674054
0,data/input/things/cane.jpg,cane,0,4.437483
0,data/input/things/canister.jpg,canister,0,3.1165624
0,data/input/things/canoe.jpg,canoe,0,0.7577003
0,data/input/things/canvas.jpg,canvas,0,3.3118591
0,data/input/things/carrot.jpg,carrot,0,0.6664394
0,data/input/things/cart.jpg,cart,0,1.1504973
0,data/input/things/cash_register.jpg,cash_register,0,1.7504164
0,data/input/things/cashew.jpg,cashew,0,1.1820211
0,data/input/things/cauliflower.jpg,cauliflower,0,0.023208255
0,data/input/things/cd_player.jpg,cd_player,0,1.0841167
0,data/input/things/centerpiece.jpg,centerpiece,0,2.4162252
0,data/input/things/chalice.jpg,chalice,0,0.049116373
0,data/input/things/chalk.jpg,chalk,0,3.3635268
0,data/input/things/cheese.jpg,cheese,0,2.4805813
0,data/input/things/chicken_wire.jpg,chicken_wire,0,1.2405369
0,data/input/things/chime.jpg,chime,0,3.6320179
0,data/input/things/chimney.jpg,chimney,0,0.1677278
0,data/input/things/chip.jpg,chip,0,3.935234
0,data/input/things/chopsticks.jpg,chopsticks,0,2.48175
0,data/input/things/chute.jpg,chute,0,0.8607185
0,data/input/things/clam.jpg,clam,0,0.79326886
